/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	done
/Users/manczg/Documents/development/archon-search/archon_search/store.py	done
/Users/manczg/Documents/development/archon-search/archon_search/graph_store.py	done
/Users/manczg/Documents/development/archon-search/archon_search/server/mcp.py	done
/Users/manczg/Documents/development/archon-search/archon_search/eval/runner.py	done
/Users/manczg/Documents/development/archon-search/archon_search/parser.py	done
/Users/manczg/Documents/development/archon-search/archon_search/embedder_cache.py	done
/Users/manczg/Documents/development/archon-search/archon_search/sync_suppression.py	done
/Users/manczg/Documents/development/archon-search/tests/test_store.py	done
/Users/manczg/Documents/development/archon-search/tests/test_sync.py	done
/Users/manczg/Documents/development/moonset/moonset-app/MoonsetApp/Presentation/ViewModels/SleepTimerViewModel.swift	done
/Users/manczg/Documents/development/moonset/moonset-app/MoonsetApp/Presentation/Views/SleepTimerView.swift	done
/Users/manczg/Documents/development/moonset/moonset-app/MoonsetApp/Presentation/Views/Components/ControlButtonsView.swift	done
/Users/manczg/Documents/development/moonset/moonset-app/MoonsetApp/Infrastructure/Audio/AVFoundationAudioService.swift	done
/Users/manczg/Documents/development/moonset/moonset-app/MoonsetApp/Presentation/Views/Components/TimerDisplayView.swift	done
/Users/manczg/Documents/development/moonset/moonset-app/MoonsetApp/Presentation/Views/Components/OverlayPanelContainer.swift	done
/Users/manczg/Documents/development/moonset/moonset-app/MoonsetApp/Presentation/Views/Components/StarAnimationView.swift	done
/Users/manczg/Documents/development/moonset/moonset-app/MoonsetApp/Presentation/Views/Components/SymbolButton/SymbolButtonModifiers.swift	done
/Users/manczg/Documents/development/moonset/moonset-app/MoonsetAppTests/Presentation/ViewModels/SleepTimerViewModelMusicSetupTests.swift	done
/Users/manczg/Documents/development/moonset/core/Tests/MoonsetCoreTests/Domain/Entities/SleepTimerTests.swift	done
/Users/manczg/Documents/development/financialwell/FinancialWell/Views/AddTransactionViewController.swift	done
/Users/manczg/Documents/development/financialwell/FinancialWell/Home/HomeViewController.swift	done
/Users/manczg/Documents/development/financialwell/FinancialWell/ViewModels/FilterViewModel.swift	done
/Users/manczg/Documents/development/financialwell/FinancialWell/Models/ModelCurrencies.swift	done
/Users/manczg/Documents/development/financialwell/FinancialWell/Models/TransactionModel.swift	done
/Users/manczg/Documents/development/financialwell/FinancialWell/Import/Import.swift	done
/Users/manczg/Documents/development/financialwell/FinancialWell/ViewModels/AccountEditViewModel.swift	done
/Users/manczg/Documents/development/financialwell/FinancialWell/Import/ImportTransactionsImportFailedViewController.swift	done
/Users/manczg/Documents/development/financialwell/UITests/FrenchLocaleE2ESmokeTests.swift	done
/Users/manczg/Documents/development/financialwell/UITests/Authentication/LockScreenUITests.swift	done
/Users/manczg/Documents/development/dddd/src/metrics/pr-cycle-time-dashboard.ts	done
/Users/manczg/Documents/development/dddd/src/components/dashboard/PrCycleTimeDashboard.tsx	done
/Users/manczg/Documents/development/dddd/src/collector/github-client.ts	done
/Users/manczg/Documents/development/dddd/src/components/dashboard/weekly-trend-chart.tsx	done
/Users/manczg/Documents/development/dddd/src/collector/pr-size-sync.ts	done
/Users/manczg/Documents/development/dddd/src/components/dashboard/FirstReviewExceptionsPanel.tsx	done
/Users/manczg/Documents/development/dddd/src/server/derive-refresh-button-state.ts	done
/Users/manczg/Documents/development/dddd/src/components/dashboard/team-label.tsx	done
/Users/manczg/Documents/development/dddd/tests/metrics/pr-cycle-time-dashboard.test.ts	done
/Users/manczg/Documents/development/dddd/tests/components/pr-cycle-time-dashboard.test.tsx	done
/Users/manczg/Documents/development/udemy-top-down-shooter/Assets/PlayerControls.cs	done
/Users/manczg/Documents/development/udemy-top-down-shooter/Assets/PlayerMovement.cs	done
/Users/manczg/Documents/development/udemy-top-down-shooter/Assets/WeaponVisualController.cs	done
/Users/manczg/Documents/development/udemy-top-down-shooter/Assets/Player.cs	done
/Users/manczg/Documents/development/udemy-top-down-shooter/Assets/PlayerWeaponController.cs	done
/Users/manczg/Documents/development/udemy-top-down-shooter/Assets/LeftHandTargetTransform.cs	done
/Users/manczg/Documents/development/extrafood/cpp/testopengl_linux/glx_example1.cpp	done
/Users/manczg/Documents/development/extrafood/cpp/testga/src/ga.h	done
/Users/manczg/Documents/development/extrafood/cpp/wincontrols/MultiLayerWindow.cpp	done
/Users/manczg/Documents/development/extrafood/cpp/8queengen/Entity.cpp	done
/Users/manczg/Documents/development/extrafood/cpp/budaors/OverlapFinder/OverlapScanner.cpp	done
/Users/manczg/Documents/development/extrafood/cpp/wincontrols/Edit.cpp	done
/Users/manczg/Documents/development/extrafood/cpp/budaors/OverlapFinder/Export/Application.h	done
/Users/manczg/Documents/development/extrafood/cpp/budaors/OverlapFinder/Main.cpp	done
