archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	arch-05	469	return IngestResult(doc_id=doc_id, chunks_created=0, status=\"error\", error=str(e), code=\"parse_error\")
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	clarity-06	95	class RagFusionSubQueryInfo:
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	clarity-09	1717	if k != \"include_metadata\" and v is not None and v is not False
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	clarity-09	1801	if rerank is False and len(collections) > 1 and self._reranker is not None:
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	clarity-09	864	if (
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	clarity-09	1059	if (
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	clarity-09	1960	if (
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	clarity-09	2672	if (
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	clarity-09	3457	if (
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	clarity-16	421	async def ingest_file(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	clarity-16	888	async def ingest_directory(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	clarity-16	1019	async def search(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	clarity-16	1226	async def _search_graph_mode(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	clarity-16	1313	async def _search_ppr_mode(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	clarity-16	1459	async def _search_local_mode(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	clarity-16	1683	async def _search_standard(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	clarity-16	1740	async def explain(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	clarity-16	2107	async def _explain_naive_graph_candidates(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	clarity-16	2241	async def _explain_ppr_candidates(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	clarity-16	2378	async def _explain_community_candidates(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	clarity-16	2624	async def search_many(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	clarity-16	2980	async def _local_leg(coll: str) -> tuple[list[ScoredSearchCandidate], bool]:
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	clarity-16	3436	async def recompute_collection_meta(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	clarity-17	421	async def ingest_file(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	clarity-17	1019	async def search(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	clarity-17	1459	async def _search_local_mode(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	clarity-17	1740	async def explain(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	clarity-17	2378	async def _explain_community_candidates(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	clarity-17	2624	async def search_many(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	ddd-01	52	@dataclass
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	ddd-01	66	@dataclass
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	ddd-01	94	@dataclass
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	ddd-01	107	@dataclass
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-06	436	doc_id = hashlib.sha256(str(path.resolve()).encode()).hexdigest()
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-06	450	_size_bytes = os.path.getsize(path)  # for human-readable message
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-06	504	mtime = path.stat().st_mtime
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-06	908	for file_path in path.glob(glob_pattern):
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-06	909	if file_path.is_symlink():
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-06	911	if not file_path.is_file():
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-06	3374	doc_id = hashlib.sha256(str(Path(source_path).resolve()).encode()).hexdigest()
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-07	176	ingested_by=ingested_by,  # type: ignore[arg-type]
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-07	294	import yaml  # noqa: PLC0415
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-07	1047	return await self._search_graph_mode(  # type: ignore[return-value]
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-07	1065	from archon_search.rag_fusion import RAGFusionDependencyError  # noqa: PLC0415
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-07	1159	successful_results.append(r)  # type: ignore[arg-type]
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-07	1966	from archon_search.rag_fusion import RAGFusionDependencyError  # noqa: PLC0415
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-07	2039	successful_results.append(r)  # type: ignore[arg-type]
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-07	2678	from archon_search.rag_fusion import RAGFusionDependencyError  # noqa: PLC0415
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-07	2770	successful_coll.append(r)  # type: ignore[arg-type]
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-07	3205	vector,  # type: ignore[no-untyped-def]
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-07	3215	async def _leg(coll: str):  # type: ignore[no-untyped-def]
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-07	3565	from archon_search.language_detector import (  # noqa: PLC0415
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-07	3574	from archon_search.graph_extractor import ensure_spacy_importable  # noqa: PLC0415
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-07	3606	from archon_search.defref_extractor import DefRefExtractor  # noqa: PLC0415
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-07	3607	from archon_search.graph_extractor import GraphExtractor  # noqa: PLC0415
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-07	3608	from archon_search.graph_store import GraphStore as _GraphStore  # noqa: PLC0415
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-07	3609	from archon_search.graph_expander import GraphExpander  # noqa: PLC0415
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-11	594	normalize_iso_utc(datetime.now(UTC) + timedelta(seconds=_effective_ttl))
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-11	998	last_described = datetime.now(UTC)
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-11	1005	last_indexed=datetime.now(UTC),
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-11	3502	last_indexed=datetime.now(UTC),
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-11	3538	last_indexed=datetime.now(UTC),
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-13	1242	assert scope_filter is None, (
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-13	1336	assert scope_filter is None, (
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-13	2131	assert scope_filter is None, (
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-13	2255	assert scope_filter is None, \"scope_filter must be None in graph-mode paths\"
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-13	2327	assert scope_filter is None, \"scope_filter must be None in graph-mode paths — check the 422 guard\"
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-13	2407	assert scope_filter is None, (
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-13	2839	assert scope_filter is None, (
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-13	2925	assert scope_filter is None, (
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-13	2968	assert scope_filter is None, (
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-01	1	file-level: 3635 lines
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-02	313	def __init__(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-02	421	async def ingest_file(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-02	888	async def ingest_directory(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-02	1019	async def search(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-02	1226	async def _search_graph_mode(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-02	1313	async def _search_ppr_mode(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-02	1459	async def _search_local_mode(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-02	1683	async def _search_standard(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-02	1740	async def explain(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-02	2107	async def _explain_naive_graph_candidates(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-02	2241	async def _explain_ppr_candidates(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-02	2312	async def _explain_merge_and_rank(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-02	2378	async def _explain_community_candidates(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-02	2564	async def _explain_standard(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-02	2624	async def search_many(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-02	3202	async def _fanout_merge_acl(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-02	3289	async def search_with_context(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-02	3365	async def delete_by_source_path(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-02	3417	async def list_documents(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-02	3436	async def recompute_collection_meta(
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-03	425	rebuild_fts: bool = True,
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-03	894	force_regenerate_description: bool = False,
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-03	902	rebuild_fts: bool = True,
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-03	1028	rag_fusion: bool = False,
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-03	1692	rag_fusion_attempted: bool = False,
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-03	1747	rerank: bool = True,
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-03	1751	rag_fusion: bool = False,
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-03	2319	rerank: bool,
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-03	2570	rerank: bool = True,
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-03	2574	rag_fusion_attempted: bool = False,
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-03	2630	rag_fusion: bool = False,
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-03	3299	rag_fusion: bool = False,
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-03	3371	skip_fts_optimize: bool = False,
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-03	3441	force: bool = False,
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-08	3414	async def get_collection_meta(self, name: str, namespace: str = DEFAULT_NAMESPACE) -> CollectionMeta | None:
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-08	3423	) -> tuple[list[DocumentInfo], str | None, int]:
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-12	297	except Exception:
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-12	409	except Exception:
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-12	414	except Exception:
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-12	542	except Exception as e:
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-12	656	except Exception:
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-12	711	except Exception:
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-12	766	except Exception:
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-12	833	except Exception:
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-12	852	except Exception:
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-12	872	except Exception:
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-12	970	except Exception:
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-12	1103	except Exception:
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-12	1123	except Exception:
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-12	1358	except Exception:
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-12	1509	except Exception:
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-12	1530	except Exception:
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-12	1550	except Exception:
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-12	1985	except Exception as exc:
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-12	2004	except Exception as exc:
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-12	2148	except Exception:
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-12	2164	except Exception:
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-12	2174	except Exception:
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-12	2268	except Exception:
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-12	2298	except Exception:
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-12	2427	except Exception:
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-12	2445	except Exception:
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-12	2461	except Exception:
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-12	2697	except Exception:
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-12	2713	except Exception:
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-12	3006	except Exception:
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	smells-12	3020	except Exception:
