archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	clarity-06	95	TP	"Info" suffix is noise word, not a dismissed framework type
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	clarity-09	1717	TP	Three-term and-condition in comprehension filter, not extracted/named
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	clarity-09	1801	TP	Three-term boolean condition guards raise, not extracted/named
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	clarity-16	585	TP	ingest_file has far more than 10 branches (verified)
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	clarity-17	1	TP	File contains functions well over 150 lines (verified)
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	ddd-07	3410	FP	Returns fresh list copy; SearchPipeline is not an aggregate/entity
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-03	3227	FP	TaskGroup awaits all tasks and propagates errors, not fire-and-forget
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-07	176	TP	Suppresses real arg-type mismatch, undocumented reason
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-07	294	FP	Deferred import documented in docstring to avoid hard dependency
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-07	1047	TP	Suppresses real union return-type mismatch, undocumented
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-07	1065	FP	Deferred import, standard pattern avoiding optional/circular dependency load
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-07	1159	TP	Suppresses type-checker narrowing after gather(), undocumented
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-07	1966	FP	Deferred import, standard pattern avoiding optional/circular dependency load
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-07	2039	TP	Suppresses type-checker narrowing after gather(), undocumented
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-07	2678	FP	Deferred import, standard pattern avoiding optional/circular dependency load
archon-search	/Users/manczg/Documents/development/archon-search/archon_search/pipeline.py	safety-07	2770	TP	Suppresses type-checker narrowing after gather(), undocumented
